ArticleID,Pub_Type,Authors,Year ,Title,Pub_name,Volume,Issue,Pages,source
23588,Journal Article,Compa_etal,2019,Risk assessment of plastic pollution on marine diversity in the Mediterranean Sea,Science of the Total Environment,678,,188-196,PubDatabase
23591,Journal Article,Comte and Olden,2017,Climatic vulnerability of the world's freshwater and marine fishes,Nature Climate Change,7,10,718-722,PubDatabase
23594,Journal Article,Coppes and Braunisch,2013,Managing visitors in nature areas: where do they leave the trails? A spatial model,Wildlife Biology,19,1,2022-11-01,PubDatabase
23595,Journal Article,Coppes_etal,2017,Outdoor recreation causes effective habitat reduction in capercaillie Tetrao urogallus: a major threat for geographically restricted populations,Journal of Avian Biology,48,12,1583-1594,PubDatabase
23598,Journal Article,Coristine and Kerr,2015,Temperature-related geographical shifts among passerines: contrasting processes along poleward and equatorward range margins,Ecology and Evolution,5,22,5162-5176,PubDatabase
23599,Journal Article,Coristine_etal,2016,"Dispersal Limitation, Climate Change, and Practical Tools for Butterfly Conservation in Intensively Used Landscapes",Natural Areas Journal,36,4,440-452,PubDatabase
23602,Journal Article,Correa_etal,2020,Spatiotemporal evaluation of the human footprint in Colombia: Four decades of anthropic impact in highly biodiverse ecosystems,Ecological Indicators,117,,,PubDatabase
23603,Journal Article,Cosandey-Godin_etal,2014,Applying Bayesian spatiotemporal models to fisheries bycatch in the Canadian Arctic,Canadian Journal of Fisheries and Aquatic Sciences,72,2,186-197,PubDatabase
23609,Journal Article,Courtois_etal,2015,"Widespread occurrence of Bd in French Guiana, South America",PLoS ONE,10,4,,PubDatabase
23612,Journal Article,Cowburn_etal,2018,"The current status of coral reefs and their vulnerability to climate change and multiple human stresses in the Comoros Archipelago, Western Indian Ocean",Marine Pollution Bulletin,133,,956-969,PubDatabase
23613,Journal Article,Cowles_etal,2012,Using GIS to assess pesticide exposure to threatened and Endangered Species for ecological risk assessment,ACS Symposium Series,1111,,293-301,PubDatabase
23614,Journal Article,Craig_etal,2019,The drivers and extent of poison use by Namibia’s communal farmers: Implications for averting the African vulture crisis,Ambio,48,8,913-922,PubDatabase
23616,Dissertation,Crano,2016,Spatial assessment of ecosystem impacts from recreational trails in the San Bernardino National Forest,,,,,PubDatabase
23620,Journal Article,Critchell_etal,2019,Predicting the exposure of coastal species to plastic pollution in a complex island archipelago,Environmental Pollution,252,,982-991,PubDatabase
23623,Journal Article,Croquer_etal,2016,"Is Acropora palmata recovering? A case study in Los Roques National Park, Venezuela",PeerJ,2016,1,,PubDatabase
23626,Journal Article,Crosti_etal,2017,Assessing the relationship between cetacean strandings (Tursiops truncatus and Stenella coeruleoalba) and fishery pressure indicators in Sicily (Mediterranean Sea) within the framework of the EU Habitats Directive,European Journal of Wildlife Research,63,3,,PubDatabase
23631,Journal Article,Cubero-Pardo_etal,2011,A proposal to define vulnerability of cetacean areas to human development: Variables and analysis procedures applied to the gulf of California,Aquatic Conservation: Marine and Freshwater Ecosystems,21,5,433-447,PubDatabase
23633,Journal Article,Cuevas_etal,2019,Ecological vulnerability of two sea turtle species in the Gulf of Mexico: An integrated spatial approach,Endangered Species Research,40,,,PubDatabase
23639,Journal Article,Cunningham_etal,2013,Identifying biologically meaningful hot-weather events using threshold temperatures that affect life-history,PLoS ONE,8,12,,PubDatabase
23641,Journal Article,Curatola_etal,2015,Land cover change in the Andes of southern Ecuador-Patterns and drivers,Remote Sensing,7,3,2509-2542,PubDatabase
23647,Journal Article,D'amico_etal,2015,"Vertebrate road-kill patterns in Mediterranean habitats: Who, when and where",Biological Conservation,191,,234-242,PubDatabase
23649,Journal Article,D’amico_etal,2019,Bird collisions with power lines: Prioritizing species and areas by estimating potential population-level impacts,Diversity and Distributions,25,6,975-982,PubDatabase
23651,Journal Article,Dahdouh-Guebas_etal,2002,Recent changes in land-use in the Pambala-Chilaw Lagoon complex (Sri Lanka) investigated using remote sensing and GIS: Conservation of mangroves vs. development of shrimp farming,"Environment, Development and Sustainability",4,2,185-200,PubDatabase
23652,Journal Article,Dalle_etal,2019,Biodiversity responses to land-use and restoration in a global biodiversity hotspot: Ant communities in Brazilian Cerrado,Austral Ecology,44,2,313-326,PubDatabase
23653,Journal Article,Dalu_etal,2017,Can Potamonautids be used as umbrella invertebrate species for conservation: Identifying opportunities and challenges related to community sustainable livelihoods,Physics and Chemistry of the Earth,101,,52-58,PubDatabase
23654,Journal Article,Daly_etal,2018,Refuges and risks: Evaluating the benefits of an expanded MPA network for mobile apex predators,Diversity and Distributions,24,9,1217-1230,PubDatabase
23656,Journal Article,Dang_etal,2019,An analysis of the spatial association between deforestation and agricultural field sizes in the tropics and subtropics,PLoS ONE,14,1,,PubDatabase
23657,Journal Article,Dang_etal,2020,Quantifying the Relative Importance of Climate Change and Human Activities on Selected Wetland Ecosystems in China,Sustainability,12,3,17,PubDatabase
23660,Journal Article,Darwall_etal,2011,"The diversity of life in African freshwaters: underwater, under threat: an analysis of the status and distribution of freshwater species throughout mainland Africa","The diversity of life in African freshwaters: underwater, under threat: an analysis of the status and distribution of freshwater species throughout mainland Africa.",,,,PubDatabase
23663,Journal Article,Das_etal,2020,Assessment of wetland ecosystem health using the pressure-state-response (PSR) model: A case study of Mursidabad District of West Bengal (India),Sustainability (Switzerland),12,15,,PubDatabase
23664,Journal Article,Dasgupta and Ghosh,2015,"Elephant–Railway Conflict in a Biodiversity Hotspot: Determinants and Perceptions of the Conflict in Northern West Bengal, India",Human Dimensions of Wildlife,20,1,81-94,PubDatabase
23666,Journal Article,Dávalos_etal,2011,Forests and drugs: Coca-driven deforestation in tropical biodiversity hotspots,Environmental Science and Technology,45,4,1219-1277,PubDatabase
23669,Journal Article,De Abreu_etal,2011,Changes in the plant community of a brazilian grassland savannah after 22 years of invasion by pinus elliottii engelm,Plant Ecology and Diversity,4,2022-03-02,269-278,PubDatabase
23670,Journal Article,De Alban_etal,2020,Improved estimates of mangrove cover and change reveal catastrophic deforestation in Myanmar,Environmental Research Letters,15,3,14,PubDatabase
23674,Journal Article,De Castro_etal,2017,Impacts of mining activities on the potential geographic distribution of eastern Brazil mountaintop endemic species,Perspectives in Ecology and Conservation,15,3,172-178,PubDatabase
23682,Journal Article,De Luna_etal,2018,"Distribution, population density and conservation of the critically endangered brown spider monkey (Ateles hybridus) and other primates of the inter-Andean forests of Colombia",Biodiversity and Conservation,27,13,3469-3511,PubDatabase
23684,Journal Article,De Noronha_etal,2013,"Regional challenges in tourist wetland systems: An integrated approach to the Ria Formosa in the Algarve, Portugal",Regional Environmental Change,13,1,33-42,PubDatabase
23685,Journal Article,De_etal,2020,"A multiscale analysis of land use dynamics in the buffer zone of Rio Doce State Park, Minas Gerais, Brazil",Journal of Environmental Planning and Management,63,5,935-957,PubDatabase
23689,Journal Article,De Solan_etal,2019,Opportunistic records reveal Mediterranean reptiles’ scale-dependent responses to anthropogenic land use,Ecography,42,3,608-620,PubDatabase
23691,Journal Article,De Sousa_etal,2011,"Melanoides tuberculatus (Müller, 1774): a new threat to the conservation of native aquatic species in Sergipe, Brazil",Scientia Plena,7,4,,PubDatabase
23694,Journal Article,De Thoisy_etal,2010,Rapid evaluation of threats to biodiversity: Human footprint score and large vertebrate species responses in French Guiana,Biodiversity and Conservation,19,6,1567-1584,PubDatabase
23698,Journal Article,Death_etal,2019,When less is more: a comparison of models to predict fluoride accumulation in free-ranging kangaroos,Science of the Total Environment,660,,531-540,PubDatabase
23699,Journal Article,Deb_etal,2014,An alternative approach for delineating eco-sensitive zones around a wildlife sanctuary applying geospatial techniques,Environmental Monitoring and Assessment,186,4,2641-2651,PubDatabase
23700,Journal Article,Deb_etal,2019,Adaptive management and planning for the conservation of four threatened large Asian mammals in a changing climate,Mitigation and Adaptation Strategies for Global Change,24,2,259-280,PubDatabase
23701,Journal Article,Deb_etal,2020,Hazards of wind turbines on avifauna - A preliminary appraisal within the Indian context,Journal of Threatened Taxa,12,4,15414-15425,PubDatabase
23704,Journal Article,Deith and Brodie,2020,Predicting defaunation: Accurately mapping bushmeat hunting pressure over large areas,Proceedings of the Royal Society B: Biological Sciences,287,1922,,PubDatabase
23706,Journal Article,Delefosse_etal,2018,Marine mammal sightings around oil and gas installations in the central North Sea,Journal of the Marine Biological Association of the United Kingdom,98,5,993-1001,PubDatabase
23710,Dissertation,Delsen,2020,Threatened terrestrial vertebrates are exposed to human pressures across 94% of Europe's protected land,,,,,PubDatabase
23713,Journal Article,Deribew,2019,"Spatially explicit statistical modeling of random and systematic land cover transitions in the main grassland plain of Nech Sar National Park, Ethiopia",Ecological Processes,8,1,,PubDatabase
23714,Journal Article,Desta and Fetene,2020,Land-use and land-cover change in Lake Ziway watershed of the Ethiopian Central Rift Valley Region and its environmental impacts,Land Use Policy,96,,,PubDatabase
23718,Journal Article,Deudero and Alomar,2015,Mediterranean marine biodiversity under threat: reviewing influence of marine litter on species,Marine pollution bulletin,98,2022-02-01,58-68,PubDatabase
23722,Journal Article,Di Fulvio_etal,2019,Spatially explicit LCA analysis of biodiversity losses due to different bioenergy policies in the European Union,Science of the Total Environment,651,,1505-1516,PubDatabase
23726,Journal Article,Di Marco_etal,2018,Changes in human footprint drive changes in species extinction risk,Nature Communications,9,,9,PubDatabase
23727,Journal Article,Di Marco_etal,2019,Projecting impacts of global climate and land-use scenarios on plant biodiversity using compositional-turnover modelling,Global Change Biology,25,8,2763-2778,PubDatabase
23728,Journal Article,Di Minin_etal,2013,Conservation businesses and conservation planning in a biological diversity hotspot,Conservation Biology,27,4,808-820,PubDatabase
23730,Journal Article,Di Tullio_etal,2016,Identifying critical areas to reduce bycatch of coastal common bottlenose dolphins Tursiops truncatus in artisanal fisheries of the subtropical western South Atlantic,Endangered Species Research,29,1,35-50,PubDatabase
23737,Report,"Dignan, S. P., Bloor, I. S. M., Murray, L. G. and Kaiser, M. J.",2014,Environmental impacts of demersal otter trawls targeting queen scallops (Aequipecten opercularis) in the Isle of Man territorial sea,,,,,PubDatabase
23738,Journal Article,Dillon Whalen_etal,2013,Range-Wide Threats to a Foundation Tree Species from Disturbance Interactions,Madron?o,60,2,139-150,PubDatabase
23739,Journal Article,Dimitrakopoulos_etal,2017,Factors shaping alien plant species richness spatial patterns across Natura 2000 Special Areas of Conservation of Greece,Science of the Total Environment,601-602,,461-468,PubDatabase
