ArticleID,Authors,Year,Study_design,Ecoregion,Spatial_Scale,Spatial_res_unit,Spatial_res,Continent_Ocean,Country_EEZ,Threat_metric,Threat_data,Threat,Quantity_threats,threat_precision,threat_database,Pop_metric,Pop_data,pop_database,tax_res,tax_scope,tax_kingdom,plant_group,animal_group
23391,Bryce_etal,2002,Observational,Terrestrial,Local,polygon,NA,europe,United Kingdom,rs,Qualitative,8.1:SDAlienInv,1,level2,NA,rs,Qualitative ,NA,species,species,animalia,na,mammal
23398,Buckland_etal,2014,Observational,Terrestrial,National,m,30,africa,Mauritius,modelled,Qualitative,8.1:SDAlienInv,1,level2,NA,modelled,Qualitative ,NA,genus,genus,animalia,na,reptile
23399,Buckley_etal,2016,Observational,Terrestrial,National,km2,1,asia,China,database,Quantitative,1.1:DevResid;1.2:DevComInd;1.3:DevRnR;2.1:AgNTC;2.3:AgLivestock;4.1:RoadRail;9.6:PollEnergy,7,cumulative,NA,protected_area,Qualitative ,NA,other,other,other,na,na
23402,Buma_etal,2017,Observational,Terrestrial,Sub-national,NA,NA,north america,United States,literature;modelled,Qualitative,11.3:CC_Temp,1,level2,NA,literature,Qualitative ,NA,species,species,plantae,pinopsida,na
23404,Bungnamei and Saikia,2020,Observational,Terrestrial,Local,m,60,asia,India,rs,Qualitative,1.4:DevUnspec,1,level1,na,protected_area;rs,qualitative,NA,kingdom,kingdom,plantae,forest,na
23405,Burdett_etal,2010,Observational,Terrestrial,Sub-national,m,100,north america,United States,modelled,Quantitative,1.1:DevResid;1.4:DevUnspec;4.1:RoadRail,2,level2,na,survey,qualitative,NA,species,species,animalia,na,mammal
23407,Burgess_etal,2016,Observational,Marine,Sub-national,m,90,north pacific,United States,modelled,Qualitative,8.1:SDAlienInv,1,level2,na,survey,qualitative,NA,species,species,animalia,na,mammal
23409,Burivalova_etal,2020,Observational,Terrestrial,Sub-national,m,30,asia,Indonesia,rs,Qualitative,2.1:AgNTC;5.3:UseWood,2,level2,NA,literature,Qualitative ,NA,species,class,animalia,na,mammal
23412,Burton_etal,2012,Observational,Terrestrial,Local,m,500,africa,Ghana,survey,Quantitative,5.1:UseAnimals,1,level2,NA,protected_area;survey,Quantitative,NA,class,class,animalia,na,mammal
23418,Butsic_etal,2015,Observational,Terrestrial,National,polygon,NA,africa,Zaire,database,Quantitative,3.2:MinQuar;6.2:WarConflict,2,level2,ACLED_Raleigh_2010; ipisresearch.be,database;protected_area,Quantitative,CentralAfricanRegionalProgramfortheEnvironment_CARPE,kingdom,kingdom,plantae,forest,na
23424,Cadima_etal,2014,Observational,Terrestrial,National,minutes,5,south america,Bolivia,database;literature,Quantitative,2.3:AgLivestock;2.1:AgNTC;1.2:DevComInd;3.1:OilGas,4,cumulative,FAO; King'sCollegeDatabaseofDams; WorldPetroleumAssessment,modelled,Quantitative,NA,genus,genus,plantae,magnoliopsida,na
23428,Callan_etal,2020,Observational,Terrestrial,Local,m,2.5,asia,China,rs;survey,Quantitative,8.1:SDAlienInv,1,level2,NA,database,Qualitative ,IUCNredlist,species,species,animalia,na,mammal
23429,Calle-Rendón_etal,2018,Observational,Terrestrial,National,degrees,0.1,south america,Colombia,database,Qualitative,6.2:WarConflict,1,level2,DANE2017,database,Qualitative ,IUCNredlist,class,class,animalia,na,mammal
23430,Calvert_etal,2005,Observational,Terrestrial,Sub-national,polygon,NA,north america,Canada,database,Quantitative,5.1:UseAnimals,1,level2,BirdBandingLaboratory_USGS,database,Quantitative,BirdBandingLaboratory_USGS,species,species,animalia,na,bird
23438,Campana_etal,2018,Observational,Marine,Multi-national,km2,25,mediterranean,Spain;France;Italy,survey,Quantitative,9.4:PollGarbSW,1,level2,NA,survey,Qualitative ,NA,order,order,animalia,na,mammal
23448,Cao_etal,2020,Observational,Terrestrial,Sub-national,degrees,0.25,asia,China,survey,Quantitative,9.5:PollAir,1,level2,NA,pchba,Qualitative ,Biodiversity Hotspot,other,other,other,na,na
23449,Caorsi_etal,2014,Observational,Freshwater,Local,polygon,NA,south america,Brazil,survey,Qualitative,2.1:AgNTC;2.3:AgLivestock,2,level2,NA,survey,Qualitative ,NA,species,species,animalia,na,amphibia
23452,Carassou_etal,2013,Observational,Marine,National,polygon,NA,south pacific,New Caledonia,literature,Qualitative,5.4:UseAquatic,1,level2,NA,protected_area,Qualitative ,UNESCO,class,class,animalia,na,invertebrates
23454,Cardoso_etal,2018,Observational,Terrestrial,Sub-national,degrees,0.2,south america,Brazil,survey,Qualitative,1.2:DevComInd;3.2:MinQuar;2.1:AgNTC,3,level2,NA,survey,Quantitative,NA,family,family,plantae,magnoliopsida,na
23456,Carle_etal,2019,Observational,Marine,Sub-national,NA,NA,south pacific,Chile,database,Quantitative,5.4:UseAquatic,1,level2,GovernmentRepository,rs;survey,Quantitative,NA,species,species,animalia,na,bird
23461,Caro_etal,2020,Observational,Terrestrial,Sub-national,polygon,NA,africa,"Tanzania, United Republic of",expert,Quantitative,5.4:UseAquatic,1,level2,NA,expert,Quantitative,NA,species,species,animalia,na,invertebrates
23464,Carrasco_etal,2020,Observational,Terrestrial,National,km2,25,africa,Madagascar,literature,Quantitative,5.3:UseWood;1.4:DevUnspec;2.5:AgUncpec,3,level1,NA,database;modelled,Quantitative,gbif.org,phylum,kingdom,plantae,forest,na
23466,Carrete_etal,2012,Experimental,Terrestrial,Sub-national,polygon,NA,europe,Spain,database,Quantitative,3.3:Renew,1,level2,GovernmentRepository,database,Quantitative,GovernmentRepository,species,species,animalia,na,bird
W26579,Carroll,2018,Observational,Terrestrial,Multi-national,NA,NA,asia,Myanmar (Burma);Thailand;Laos;Vietnam;Cambodia,rs,Qualitative,4.1:RoadRail;2.2:AgWood,2,level2,NA,literature;rs,Qualitative ,NA,phylum,phylum,plantae,forest,na
23473,Carvajal-Quintero_etal,2017,Observational,Freshwater,Local,polygon,NA,south america,Colombia,literature,Qualitative,7.2:WaterSystem,1,level2,NA,database,Quantitative,IUCNredlist,phylum,phylum,animalia,na,fish
23477,Carvalho_etal,2019,Observational,Terrestrial,Sub-national,km2,100,south america,Brazil,rs,Qualitative,1.1:DevResid;1.2:DevComInd;2.1:AgNTC;2.3:AgLivestock;7.2:WaterSystem,5,level2,TerraClassInitiative_TC; Landsat,rs,qualitative,NA,kingdom,kingdom,plantae,forest,na
23487,Cavalcante,2012,Observational,Marine,Local,NA,NA,north atlantic,Canada,survey,Qualitative,4.3:ShipLane;6.1:ActivRnR,2,level2,NA,survey,Qualitative ,NA,species,order,animalia,na,mammal
23489,Ceballos-Mago_etal,2010,Observational,Terrestrial,National,polygon,NA,south america,Venezuela,survey,Quantitative,5.1:UseAnimals,1,level2,NA,survey,Quantitative,NA,order,order,animalia,na,mammal
23490,Ceia-Hasse_etal,2017,Observational,Terrestrial,Global,km2,10000,na,na,literature,Quantitative,4.1:RoadRail,1,level2,na,database,quantitative,IUCNredlist,species,order,animalia,na,mammal
W26584,Chanchani P._etal,2014,Observational,Terrestrial,Multi-national,km2,15,asia,India;Nepal,survey,Qualitative,1.1:DevResid;4.1:RoadRail,2,level2,NA,survey,Quantitative,NA,species,species,animalia,na,mammal
W22911,Charity_etal,2016,Observational,Freshwater;Terrestrial,Multi-national,NA,NA,south america,Brazil;Colombia;Peru;Ecuador;Guyana;Suriname;French Guyana;Bolivia,literature;rs,Qualitative,7.2:WaterSystem;3.1:OilGas;3.2:MinQuar;4.1:RoadRail,4,level2,NA,literature;modelled;pchba;protected_area,Qualitative ,RAMSAR;WorldHeritage,class,domain,animalia;plantae,ecosystem;forest,Fish;ecosystem
23509,Chaudhary and Brooks,2019,Observational,Terrestrial,Global,polygon,NA,na,na,database,Qualitative,1.1:DevResid;2.1:AgNTC;2.3:AgLivestock;2.2:AgWood,4,cumulative,IUCNredlist,database,Quantitative,IUCNredlist,phylum,phylum,animalia,na,mammal;bird;amphibia
23507,Chaudhary and Kastner,2016,Observational,Terrestrial,Global,polygon,NA,na,na,database,Quantitative,2.2:AgWood;5.3:UseWood,1,cumulative,FAO,modelled,Quantitative,IUCNredlist,phylum,phylum,animalia,na,mammal;bird;amphibia;reptile
23508,Chaudhary_etal,2017,Observational,Terrestrial,Global,polygon,NA,na,na,database,Quantitative,2.1:AgNTC,1,level2,FAOSTAT,modelled,Quantitative,IUCNredlist,phylum,phylum,animalia,na,mammal;bird;amphibia;reptile
23513,Chaves_etal,2020,Observational,Freshwater,Local,polygon,NA,south america,Brazil,survey,Quantitative,9.1:PollDWW,1,level2,NA,protected_area,Qualitative ,RAMSAR,other,other,other,na,na
23515,Chee_etal,2017,Observational,Marine;Terrestrial,Local,polygon,na,indian ocean,Malaysia,literature;rs,Qualitative,1.1:DevResid,1,level2,na,literature;rs,qualitative,NA,phylum,phylum,plantae,mangrove,na
23517,Chen,2014,Observational,Terrestrial,Local,polygon,NA,asia,China,literature,Quantitative,8.1:SDAlienInv,1,level2,NA,pchba,Qualitative ,BiodiversityHotspot,other,other,other,na,na
23518,Chen and Koprowski,2015,Observational,Terrestrial,Local,m,50,north america,United States,survey,Quantitative,4.1:RoadRail;9.6:PollEnergy,2,level2,na,survey,qualitative,NA,species,species,animalia,na,mammal
23523,Cheng,2017,Observational,Terrestrial,Sub-national,polygon,NA,north america,United States,survey,Quantitative,8.1:SDAlienInv,1,level2,NA,survey,Quantitative,NA,order,order,animalia,na,mammal
23527,Chettri_etal,2013,Observational,Terrestrial,Local,NA,NA,asia,Nepal,rs,Qualitative,2.5:AgUncpec,1,level1,NA,protected_area,Qualitative ,NA,other,other,other,na,na
23528,Chevaldonné and Lejeusne,2003,Observational,Marine,Local,polygon,na,mediterranean,France,survey,Qualitative,11.1:CC_Habitat;8.2:SDNativProb,2,cumulative,na,literature;survey,qualitative,NA,species,genus,animalia,na,invertebrates
23530,Chirichella_etal,2013,Observational,Terrestrial,Local,polygon,NA,europe,Italy,survey,Qualitative,2.3:AgLivestock;8.1:SDAlienInv,2,level2,NA,survey,Qualitative ,NA,species,species,animalia,na,mammal
23531,Choe and Thorne,2019,Observational,Terrestrial,Multi-national,NA,NA,asia,China;North Korea;South Korea;Japan,database;modelled,Quantitative,11.3:CC_Temp,1,level2,WorldClim.org,database;rs,Qualitative ,WWF,kingdom,kingdom,plantae,forest,na
23534,Choquette Jonathan_etal,2020,Observational,Terrestrial,Local,m,0.3,north america,Canada,literature;rs,Quantitative,4.1:RoadRail,1,level2,na,literature,qualitative,NA,species,species,animalia,na,reptile
23537,Chowdhury and Maiti,2016,Observational,Freshwater,Local,polygon,NA,asia,India,survey,Quantitative,1.1:DevResid;9.1:PollDWW,2,level2,NA,pchba,Qualitative ,NA,other,other,other,na,na
23543,Chu_etal,2003,Observational,Freshwater,National,polygon,NA,north america,Canada,database,Quantitative,2.1:AgNTC;2.2:AgWood;9.1:PollDWW;9.4:PollGarbSW;3.1:OilGas;4.1:RoadRail,6,cumulative,AgricultureAndAgri-FoodCanada_1997,database,Quantitative,GreatLakesLabforFisheriesand AquaticSciences_Canada,phylum,phylum,animalia,na,fish
23547,Chun_etal,2020,Observational,Terrestrial,National,km2,1,asia,South Korea,database,Quantitative,6.1:ActivRnR,1,level2,KNPS_2019;NaturalCapitalProject_2017,literature;protected_area,Qualitative ,NA,species,order,animalia,na,mammal
23552,Chytry_etal,2009,Observational,Terrestrial,Continental,m,250,europe,na,literature,Quantitative,8.1:SDAlienInv,1,level2,NA,literature,Quantitative,NA,kingdom,kingdom,plantae,vegetation,na
W26593,Cinner_etal,2018,Observational,Marine,Global,polygon,NA,na,na,modelled,Quantitative,5.4:UseAquatic,1,level2,NA,survey,Quantitative,NA,phylum,phylum,animalia,na,fish
23559,Clare_etal,2019,Observational,Terrestrial,Local,m,250,north america,United States,rs,Qualitative,2.2:AgWood,1,level2,NA,survey,Quantitative,NA,species,species,animalia,na,mammal
23560,Clark and Tittensor,2010,Observational,Marine,Global,degrees,1,na,na,literature,Quantitative,5.4:UseAquatic,1,level2,NA,literature,Quantitative,NA,class,class,animalia,na,invertebrates
23565,Clarke_etal,2015,Observational,Marine,Sub-national,NA,NA,north pacific,Canada,literature;modelled,Quantitative,1.2:DevComInd;3.1:OilGas;4.3:ShipLane;5.4:UseAquatic;8.1:SDAlienInv;9.1:PollDWW;9.3:PollAgrFor;11.1:CC_Habitat;11.3:CC_Temp;11.5:CC_other,10,cumulative,NA,literature;pchba,Qualitative ,NA,other,other,other,na,na
23566,Clarke_etal,2018,Observational,Marine,National,polygon,na,north pacific,Costa Rica,modelled;survey,Quantitative,5.4:UseAquatic,1,level2,na,literature;survey,quantitative,NA,class,class,animalia,na,Fish
23571,Clavero and García-Berthou,2006,Observational,Freshwater,Multi-national,polygon,NA,europe,France;Spain,literature,Quantitative,8.1:SDAlienInv,1,level2,NA,literature,Quantitative,NA,phylum,phylum,animalia,na,fish
23572,Clavero_etal,2010,Observational,Freshwater,Multi-national,km2,100,europe,Andorra;Bosnia and Herzegovina;France;Italy;Greece;Croatia;Macedonia;Monaco;Montenegro;Portugal;Spain;Slovenia;San Marino;Albania,database,Qualitative,9.7:PollUnspec;7.2:WaterSystem;8.1:SDAlienInv;1.2:DevComInd;2.5:AgUncpec;5.4:UseAquatic,6,cumulative,IUCNredlist,database,Quantitative,IUCNredlist,phylum,phylum,animalia,na,fish
23573,Clay_etal,2019,Observational,Marine,Global,degrees,5,na,na,database,Quantitative,5.4:UseAquatic,1,level2,multiple,modelled;rs,Quantitative,NA,species,order,animalia,na,bird
23576,Clements_etal,2014,Observational,Terrestrial,Local,km2,1,asia,Malaysia,expert,Qualitative,4.1:RoadRail;1.1:DevResid,1,level2,NA,expert,Qualitative ,NA,class,class,animalia,na,mammal
23581,Codato_etal,2019,Observational,Terrestrial,Multi-national,NA,NA,south america,Brazil;Ecuador;Bolivia,database,Qualitative,3.1:OilGas,1,level2,GovernmentRepositories,protected_area,Qualitative ,ProtectedPlanet,other,other,other,na,na
23582,Coll_etal,2012,Observational,Marine,Multi-national,degrees,0.1,mediterranean,Andorra;Bosnia and Herzegovina; France; Italy; Greece; Croatia; Macedonia; Monaco;Montenegro; Spain;Slovenia;San Marino;Albania;Malta;Cyprus;Turkey;Morocco;Algeria;Tunisia;Libya;Egypt;Israel;Syria;Lebanon,literature,Quantitative,9.1:PollDWW;9.2:PollIndMil;9.3:PollAgrFor;8.1:SDAlienInv;2.4:Aqua;5.4:UseAquatic;4.3:ShipLane;3.1:OilGas;11.3:CC_Temp;11.5:CC_other,10,cumulative,NA,literature;protected_area,Quantitative,NA,class,kingdom,animalia,na,invertebrates;fish;mammal;reptile;bird
23583,Coll_etal,2015,Observational,Marine,Multi-national,degrees,0.1,mediterranean,Andorra;Bosnia and Herzegovina; France; Italy; Greece; Croatia; Macedonia; Monaco;Montenegro; Spain;Slovenia;San Marino;Albania;Malta;Cyprus;Turkey;Morocco;Algeria;Tunisia;Libya;Egypt;Israel;Syria;Lebanon,literature,Qualitative,1.2:DevComInd;11.1:CC_Habitat;11.3:CC_Temp;11.5:CC_other;3.1:OilGas;4.3:ShipLane;5.4:UseAquatic;8.1:SDAlienInv;9.1:PollDWW;9.3:PollAgrFor,10,cumulative,Halpern2008,database,quantitative,IUCNredlist,class,phylum,animalia,na,bird;fish;mammal;reptile
23588,Compa_etal,2019,Observational,Marine,Multi-national,degrees,0.2,mediterranean,Andorra;Bosnia and Herzegovina; France; Italy; Greece; Croatia; Macedonia; Monaco;Montenegro; Spain;Slovenia;San Marino;Albania;Malta;Cyprus;Turkey;Morocco;Algeria;Tunisia;Libya;Egypt;Israel;Syria;Lebanon;Bulgaria;Romania;Ukraine;Russia;Georgia,literature,Quantitative,9.4:PollGarbSW,1,level2,NA,database;literature,Quantitative,AquaMaps.org,class,kingdom,animalia,na,Fish;Fish;reptile;mammal;invertebrates;invertebrates
23591,Comte and Olden,2017,Observational,Freshwater;Marine,Global,degrees,0.1,na,na,literature,Quantitative,11.3:CC_Temp,1,level2,NA,database,Quantitative,IUCNredlist,phylum,phylum,animalia,na,fish
23594,Coppes and Braunisch,2013,Observational,Terrestrial,Local,m,10,europe,Germany,survey,Qualitative,6.1:ActivRnR,1,level2,NA,literature,Qualitative ,NA,species,phylum,animalia,na,bird;mammal
23595,Coppes_etal,2017,Observational,Terrestrial,Local,m,10,europe,Germany,database,Qualitative,6.1:ActivRnR,1,level2,"TourismandRecreationInformationSystemTFISBaden-Württemberg_Germany;www.lgl-bw.de;(<www.
outdooractive.de;www.gpsies.com;www.bergfex.de",rs,Quantitative,NA,species,species,animalia,na,bird
23598,Coristine and Kerr,2015,Observational,Terrestrial,Multi-national,arc_minutes,5,north america,United States;Canada,modelled,Quantitative,11.3:CC_Temp,1,level2,BBS,database,Qualitative ,NorthAmericanBreedingBirdSurvey_BBS,order,order,animalia,na,bird
23599,Coristine_etal,2016,Observational,Terrestrial,Multi-national,arc_minutes,5,north america,Canada;United States,database;pcm,Qualitative,1.4:DevUnspec;11.1:CC_Habitat;4.5.UnspecLine,3,cumulative,World Database on Protected Areas; Human Footprint,literature,qualitative,NA,species,order,animalia,na,invertebrates
23602,Correa_etal,2020,Observational,Terrestrial,National,m,300,south america,Colombia,modelled,Quantitative,1.1:DevResid;4.1:RoadRail,2,cumulative,NA,pchba,Qualitative ,BiodiversityHotspot,other,other,other,na,na
23603,Cosandey-Godin_etal,2014,Observational,Marine,Sub-national,km2,1,arctic ocean,Canada;Greenland,database,Quantitative,5.4:UseAquatic,1,level2,FisheriesAndOceansCanada_DFO,database,Quantitative ,FisheriesAndOceansCanada_DFO,species,species,animalia,na,Fish
23609,Courtois_etal,2015,Observational,Terrestrial,National,polygon,na,south america,French Guyana,survey,Quantitative,8.1:SDAlienInv,1,level2,Bd-map database,survey,qualitative,NA,order,order,animalia,na,amphibia
23612,Cowburn_etal,2018,Observational,Marine,National,polygon,NA,south atlantic,Comores,survey,Quantitative,11.3:CC_Temp;11.1:CC_Habitat;9.7:PollUnspec,3,level1,NA,survey,Qualitative ,NA,class,class,animalia,na,invertebrates
23613,Cowles_etal,2012,Observational,Freshwater,Sub-national,NA,NA,north america,United States,survey,Quantitative,9.3:PollAgrFor,1,level2,NA,literature,Qualitative ,NA,family,family,animalia,na,Fish
23614,Craig_etal,2019,Observational,Terrestrial,National,NA,NA,africa,Namibia,expert,Quantitative,5.1:UseAnimals,1,level2,NA,literature,Qualitative ,NA,order,order,animalia,na,bird
23616,Crano,2016,Observational,Terrestrial,Local,m2,10,north america,United States,database,Qualitative,6.1:ActivRnR,1,level2,USDAForestService_2015,protected_area,qualitative,USDAForestService_2015,other,other,other,na,na
23620,Critchell_etal,2019,Observational,Marine,Local,NA,NA,south pacific,Australia,literature;modelled,Qualitative,9.4:PollGarbSW,1,level2,NA,database,Qualitative ,GeosciencesAustralia,family,domain,animalia;plantae,mangrove,reptile;invertebrates
23623,Croquer_etal,2016,Observational,Marine,Local,polygon,NA,north atlantic,Venezuela,survey,Qualitative,6.1:ActivRnR;5.4:UseAquatic;9.7:PollUnspec,3,level2,NA,survey,Qualitative ,NA,species,species,animalia,na,invertebrates
23626,Crosti_etal,2017,Observational,Marine,Local,polygon,NA,mediterranean,Italy,database,Quantitative,5.4:UseAquatic,1,level2,FleetRegister_EUCommunityRegister,survey,Quantitative,NA,species,family,animalia,na,mammal
23631,Cubero-Pardo_etal,2011,Observational,Marine,Sub-national,km,22.2,north pacific,Mexico,database,Qualitative,1.1:DevResid;5.4:UseAquatic;6.1:ActivRnR;9.7:PollUnspec,4,level2,multiple,database,qualitative,NA,order,order,animalia,na,mammal
23633,Cuevas_etal,2019,Observational,Marine,Sub-national,km2,1,north atlantic,Mexico,database;expert,Quantitative,11.3:CC_Temp;3.1:OilGas;4.3:ShipLane;5.4:UseAquatic,4,level2,PACE,rs,qualitative,NA,species,family,animalia,na,reptile
23639,Cunningham_etal,2013,Observational,Terrestrial,National,polygon,na,africa,South Africa,database,Quantitative,11.3:CC_Temp,1,level2,South African Weather Service,database,qualitative,SouthAfricanBirdAtlas,species,order,animalia,na,bird
23641,Curatola_etal,2015,Observational,Terrestrial,Local,NA,NA,south america,Ecuador,rs,Qualitative,7.1:FireSystem;8.1:SDAlienInv,2,level2,NA,pchba;protected_area,Qualitative ,NA,other,other,other,na,na
