ArticleID,Authors,Year,Study_design,Ecoregion,Spatial_Scale,Spatial_res,Continent_Ocean,country_eez,Title
23603,Cosandey-Godin_etal,2014,Observational,Marine,Sub-national,1,arctic ocean,Canada,Applying Bayesian spatiotemporal models to fisheries bycatch in the Canadian Arctic
23609,Courtois_etal,2015,Observational,Terrestrial,National,,south america,French Guiana,"Widespread occurrence of Bd in French Guiana, South America"
23612,Cowburn_etal,2018,Observational,Marine,National,,south atlantic,Comoros,"The current status of coral reefs and their vulnerability to climate change and multiple human stresses in the Comoros Archipelago, Western Indian Ocean"
23613,Cowles_etal,2012,Observational,Freshwater,Sub-national,,north america,United States,Using GIS to assess pesticide exposure to threatened and Endangered Species for ecological risk assessment
23614,Craig_etal,2019,Observational,Terrestrial,National,,africa,Namibia,The drivers and extent of poison use by Namibia’s communal farmers: Implications for averting the African vulture crisis
23616,Crano,2016,Observational,Terrestrial,Local,10,north america,United States,Spatial assessment of ecosystem impacts from recreational trails in the San Bernardino National Forest
23620,Critchell_etal,2019,Observational,Marine,Local,,south pacific,Australia,Predicting the exposure of coastal species to plastic pollution in a complex island archipelago
23623,Croquer_etal,2016,Observational,Marine,Local,,north atlantic,Venezuela,"Is Acropora palmata recovering? A case study in Los Roques National Park, Venezuela"
23626,Crosti_etal,2017,Observational,Marine,Local,,mediterranean,Italy,Assessing the relationship between cetacean strandings (Tursiops truncatus and Stenella coeruleoalba) and fishery pressure indicators in Sicily (Mediterranean Sea) within the framework of the EU Habitats Directive
23631,Cubero-Pardo_etal,2011,Observational,Marine,Sub-national,22.2,north pacific,Mexico,A proposal to define vulnerability of cetacean areas to human development: Variables and analysis procedures applied to the gulf of California
23633,Cuevas_etal,2019,Observational,Marine,Sub-national,1,north atlantic,Mexico,Ecological vulnerability of two sea turtle species in the Gulf of Mexico: An integrated spatial approach
23639,Cunningham_etal,2013,Observational,Terrestrial,National,,africa,South Africa,Identifying biologically meaningful hot-weather events using threshold temperatures that affect life-history
23641,Curatola_etal,2015,Observational,Terrestrial,Local,,south america,Ecuador,Land cover change in the Andes of southern Ecuador-Patterns and drivers
23649,D’amico_etal,2019,Observational,Terrestrial,Multi-national,10,europe,Portugal,Bird collisions with power lines: Prioritizing species and areas by estimating potential population-level impacts
23651,Dahdouh-Guebas_etal,2002,Observational,Terrestrial,Local,,indian ocean,Sri Lanka,Recent changes in land-use in the Pambala-Chilaw Lagoon complex (Sri Lanka) investigated using remote sensing and GIS: Conservation of mangroves vs. development of shrimp farming
23652,Dalle_etal,2019,Observational,Terrestrial,Local,,south america,Brazil,Biodiversity responses to land-use and restoration in a global biodiversity hotspot: Ant communities in Brazilian Cerrado
23653,Dalu_etal,2017,Observational,Freshwater,Local,,africa,Zimbabwe,Can Potamonautids be used as umbrella invertebrate species for conservation: Identifying opportunities and challenges related to community sustainable livelihoods
23654,Daly_etal,2018,Observational,Marine,Multi-national,5,indian ocean,South Africa,Refuges and risks: Evaluating the benefits of an expanded MPA network for mobile apex predators
23647,D'amico_etal,2015,Observational,Terrestrial,Local,,europe,Spain,"Vertebrate road-kill patterns in Mediterranean habitats: Who, when and where"
23656,Dang_etal,2019,Observational,Terrestrial,Global,30,Unknown,Unknown,An analysis of the spatial association between deforestation and agricultural field sizes in the tropics and subtropics
23657,Dang_etal,2020,Observational,Terrestrial,Sub-national,1,asia,China,Quantifying the Relative Importance of Climate Change and Human Activities on Selected Wetland Ecosystems in China
23660,Darwall_etal,2011,Observational,Freshwater,Continental,,africa,Unknown,"The diversity of life in African freshwaters: underwater, under threat: an analysis of the status and distribution of freshwater species throughout mainland Africa"
23663,Das_etal,2020,Observational,Freshwater,Local,,asia,India,Assessment of wetland ecosystem health using the pressure-state-response (PSR) model: A case study of Mursidabad District of West Bengal (India)
23664,Dasgupta and Ghosh,2015,Observational,Terrestrial,Local,,asia,India,"Elephant–Railway Conflict in a Biodiversity Hotspot: Determinants and Perceptions of the Conflict in Northern West Bengal, India"
23666,Dávalos_etal,2011,Observational,Terrestrial,National,1,south america,Colombia,Forests and drugs: Coca-driven deforestation in tropical biodiversity hotspots
23669,De Abreu_etal,2011,Observational,Terrestrial,Local,,south america,Brazil,Changes in the plant community of a brazilian grassland savannah after 22 years of invasion by pinus elliottii engelm
23670,De Alban_etal,2020,Observational,Terrestrial,Local,30,asia,Myanmar,Improved estimates of mangrove cover and change reveal catastrophic deforestation in Myanmar
23674,De Castro_etal,2017,Observational,Terrestrial,Sub-national,km2,south america,Brazil,Impacts of mining activities on the potential geographic distribution of eastern Brazil mountaintop endemic species
23682,De Luna_etal,2018,Observational,Terrestrial,Local,,south america,Colombia,"Distribution, population density and conservation of the critically endangered brown spider monkey (Ateles hybridus) and other primates of the inter-Andean forests of Colombia"
23684,De Noronha_etal,2013,Observational,Terrestrial,Local,,europe,Portugal,"Regional challenges in tourist wetland systems: An integrated approach to the Ria Formosa in the Algarve, Portugal"
23685,De Oliveira_etal,2020,Observational,Freshwater,Sub-national,25,south america,Brazil,"A multiscale analysis of land use dynamics in the buffer zone of Rio Doce State Park, Minas Gerais, Brazil"
23689,De Solan_etal,2019,Observational,Terrestrial,Sub-national,1,europe,France,Opportunistic records reveal Mediterranean reptiles’ scale-dependent responses to anthropogenic land use
23691,De Sousa_etal,2011,Observational,Freshwater,Local,,south america,Brazil,"Melanoides tuberculatus (Müller, 1774): a new threat to the conservation of native aquatic species in Sergipe, Brazil"
23694,De Thoisy_etal,2010,Observational,Terrestrial,National,1,south america,French Guiana,Rapid evaluation of threats to biodiversity: Human footprint score and large vertebrate species responses in French Guiana
23698,Death_etal,2019,Observational,Terrestrial,Local,,australasia,Australia,When less is more: a comparison of models to predict fluoride accumulation in free-ranging kangaroos
23700,Deb_etal,2019,Observational,Terrestrial,Continental,1,asia,Unknown,Adaptive management and planning for the conservation of four threatened large Asian mammals in a changing climate
23699,Deb_etal,2014,Observational,Terrestrial,Local,,asia,India,An alternative approach for delineating eco-sensitive zones around a wildlife sanctuary applying geospatial techniques
23701,Deb_etal,2020,Observational,Terrestrial,Sub-national,,asia,India,Hazards of wind turbines on avifauna - A preliminary appraisal within the Indian context
23704,Deith and Brodie,2020,Observational,Terrestrial,Sub-national,,asia,Malaysia,Predicting defaunation: Accurately mapping bushmeat hunting pressure over large areas
23706,Delefosse_etal,2018,Observational,Marine,Sub-national,,north atlantic,Denmark,Marine mammal sightings around oil and gas installations in the central North Sea
23710,Delsen,2020,Observational,Terrestrial,Continental,9,europe,Unknown,Threatened terrestrial vertebrates are exposed to human pressures across 94% of Europe's protected land
23713,Deribew,2019,Observational,Terrestrial,Local,10,africa,Ethiopia,"Spatially explicit statistical modeling of random and systematic land cover transitions in the main grassland plain of Nech Sar National Park, Ethiopia"
23714,Desta and Fetene,2020,Observational,Freshwater,Local,57,africa,Ethiopia,Land-use and land-cover change in Lake Ziway watershed of the Ethiopian Central Rift Valley Region and its environmental impacts
23718,Deudero and Alomar,2015,S_Review,Marine,Multi-national,,mediterranean,Bosnia and Herzegovina,Mediterranean marine biodiversity under threat: reviewing influence of marine litter on species
23726,Di_etal,2018,Observational,Terrestrial,Global,1,Unknown,Unknown,Changes in human footprint drive changes in species extinction risk
23727,Di_etal,2019,Observational,Terrestrial,Global,30,Unknown,Unknown,Projecting impacts of global climate and land-use scenarios on plant biodiversity using compositional-turnover modelling
23722,Di_etal,2019,Observational,Terrestrial,Continental,,europe,Unknown,Spatially explicit LCA analysis of biodiversity losses due to different bioenergy policies in the European Union
23728,Di_etal,2013,Observational,Terrestrial,Sub-national,200,africa,South Africa,Conservation businesses and conservation planning in a biological diversity hotspot
23730,Di_etal,2016,Observational,Marine,Local,1,south atlantic,Brazil,Identifying critical areas to reduce bycatch of coastal common bottlenose dolphins Tursiops truncatus in artisanal fisheries of the subtropical western South Atlantic
23737,"Dignan, S.P.,",2014,Observational,Marine,Local,1,north atlantic,United Kingdom,Environmental impacts of demersal otter trawls targeting queen scallops (Aequipecten opercularis) in the Isle of Man territorial sea
23738,Dillon Whalen_etal,2013,Observational,Terrestrial,Sub-national,1,north america,United States,Range-Wide Threats to a Foundation Tree Species from Disturbance Interactions
23739,Dimitrakopoulos_etal,2017,Observational,Terrestrial,National,,europe,Greece,Factors shaping alien plant species richness spatial patterns across Natura 2000 Special Areas of Conservation of Greece
23740,Dimobe_etal,2015,Observational,Terrestrial,Sub-national,30,africa,Sudan,"Identification of driving factors of land degradation and deforestation in the Wildlife Reserve of Bontioli (Burkina Faso, West Africa)"
23743,Diwediga_etal,2015,Observational,Terrestrial,Local,,africa,Togo,Biophysical and anthropogenous determinants of landscape patterns and degradation of plant communities in Mo hilly basin (Togo)
23744,Diwediga_etal,2017,Observational,Terrestrial,Multi-national,,africa,Burkina Faso,"Assessment of multifunctional landscapes dynamics in the mountainous basin of the Mo River (Togo, West Africa)"
23753,Doherty,2008,Observational,Terrestrial,Sub-national,,north america,United States,Sage-grouse and energy development: Integrating science with conservation planning to reduce impacts
23754,Doherty_etal,2017,Observational,Terrestrial,Global,,Unknown,Unknown,The global impacts of domestic dogs on threatened vertebrates
23759,Dong_etal,2018,Observational,Terrestrial,National,,asia,China,GIS assessment of the risk of gene flow from Brassica napus to its wild relatives in China
