ArticleID,Authors,Year,Study_design,Ecoregion,Spatial_Scale,Spatial_res,Continent_Ocean,country_eez,Title,Threat,Threat1,Threat_metric,Threat_data,Quantity_threats,threat_precision,threat_database,Threat_decoded,Threat1_decoded,Georef_ind_driver,Direct_driver,Indirect_driver
23222,Baret_etal,2006,Observational,Terrestrial,Local,500,africa,Mauritius,"Current distribution and potential extent of the most invasive alien plant species on La Réunion (Indian Ocean, Mascarene islands)",8.1:SDAlienInv,8,survey,Quantitative,1,level2,,Invasive Non-Native/Alien Species,Invasive & Problematic Species,1,climate_change;invasive_and_alien_species,demographic;governance_and_institutions;society_and_culture
23223,Barilani_etal,2007,Observational,Terrestrial,Multi-national,,europe,France,Hybridisation with Introduced Chukars (Alectoris chukar) Threatens the Gene Pool Integrity of Native Rock (A. graeca) and Red-Legged (A. rufa) Partridge Populations,8.1:SDAlienInv,8,survey,Qualitative,1,level2,,Invasive Non-Native/Alien Species,Invasive & Problematic Species,1,climate_change;pollution,demographic;governance_and_institutions;technology
23232,Barthelmess,2014,Observational,Terrestrial,Local,30,north america,United States,Spatial distribution of road-kills and factors influencing road mortality for mammals in Northern New York State,4.1:RoadRail,4,survey,Qualitative,1,level2,,Roads & Railroads,Transportation & Service Corridors,0,direct_exploitation;land/sea_use_change,demographic;society_and_culture
23234,Bartolino_etal,2012,Observational,Marine,Sub-national,1369,north pacific,Alaska,Scale-dependent detection of the effects of harvesting a marine fish population,5.4:UseAquatic,5,survey,Quantitative,1,level2,,Fishing & Harvesting Aquatic Resources,Biological Resource Use,0,invasive_and_alien_species;land/sea_use_change,demographic;society_and_culture;technology
23236,Bartz_etal,2015,Observational,Freshwater,Local,30,north america,United States,"Trends in developed land cover adjacent to habitat for threatened salmon in Puget Sound, Washington, U.S.A",1.4:DevUnspec,1,rs,Qualitative,1,level1,,Development (Unspecified),Residential & Commercial Development,1;0,land/sea_use_change;pollution,demographic;technology
23237,Barve_etal,2005,Observational,Terrestrial,Local,30,asia,India,Measuring and mapping threats to a wildlife sanctuary in southern India,1.1:DevResid; 2.1:AgNTC; 2.3:AgLivestock; 5.1:UseAnimals; 5.2:UsePlant; 5.3:UseWood; 7.1:FireSystem; 8.1:SDAlienInv,1; 2; 5; 7; 8,literature; survey,Quantitative,8,level1,,Annual & Perennial Non-Timber Crops; Fire & Fire Suppression; Gathering Terrestrial Plants; Housing & Urban Areas; Hunting & Collecting Animals; Invasive Non-Native/Alien Species; Livestock Farming & Ranching; Logging & Wood Harvesting,Agriculture & Aquaculture; Biological Resource Use; Invasive & Problematic Species; Natural System Modifications; Residential & Commercial Development,1;0,climate_change;direct_exploitation;land/sea_use_change,economic
23242,Bass_etal,2010,Observational,Terrestrial,Sub-national,100,south america,Ecuador,Global conservation significance of Ecuador's Yasuní National Park,3.1:OilGas,3,literature,Qualitative,1,level2,,Oil & Gas Drilling,Energy Production & Mining,0,climate_change;invasive_and_alien_species;land/sea_use_change,economic;governance_and_institutions
23247,Battiston_etal,2012,Observational,Terrestrial,Local,0.5,europe,France,"Pleiades HR, a tool for biodiversity conservation: Case of common hamster on the Alsace Plain",1.1:DevResid; 4.1:RoadRail,1; 4,rs,Qualitative,2,level2,,Housing & Urban Areas; Roads & Railroads,Residential & Commercial Development; Transportation & Service Corridors,1;0,climate_change;land/sea_use_change;pollution,economic;governance_and_institutions;society_and_culture
23249,Bax_etal,2019,Observational,Terrestrial,Sub-national,,south america,Peru,Land-use conflicts between biodiversity conservation and extractive industries in the Peruvian Andes,2.2:AgWood; 3.1:OilGas; 3.2:MinQuar,2; 3,database,Qualitative,3,level2,MINAGRI;INGEMMET;PeruPetro,Mining & Quarrying; Oil & Gas Drilling; Wood & Pulp Plantations,Agriculture & Aquaculture; Energy Production & Mining,1,direct_exploitation;invasive_and_alien_species;pollution,economic;governance_and_institutions;technology
23252,Baynard_etal,2017,Observational,Terrestrial,Sub-national,1,north america,United States,Energy Development in Colorado’s Pawnee National Grasslands: Mapping and Measuring the Disturbance Footprint of Renewables and Non-Renewables,3.1:OilGas; 3.3:Renew,3,rs,Qualitative,1,level2,,Oil & Gas Drilling; Renewable Energy,Energy Production & Mining,1;na,invasive_and_alien_species;land/sea_use_change;pollution,economic;society_and_culture
23256,Beaudry_etal,2008,Observational,Terrestrial,Local,,north america,United States,Identifying road mortality threat at multiple spatial scales for semi-aquatic turtles,4.1:RoadRail,4,modelled; survey,Quantitative,1,level2,,Roads & Railroads,Transportation & Service Corridors,1,climate_change;direct_exploitation;invasive_and_alien_species;pollution,economic;technology
23258,Bebbington_etal,2018,Observational,Terrestrial,Multi-national,,asia,Brazil,Resource extraction and infrastructure threaten forest cover and community rights,2.1:AgNTC; 2.2:AgWood; 3.1:OilGas; 3.2:MinQuar; 4.1:RoadRail; 5.3:UseWood,2; 3; 4; 5,database; expert; literature,Quantitative,6,level2,,Annual & Perennial Non-Timber Crops; Logging & Wood Harvesting; Mining & Quarrying; Oil & Gas Drilling; Roads & Railroads; Wood & Pulp Plantations,Agriculture & Aquaculture; Biological Resource Use; Energy Production & Mining; Transportation & Service Corridors,1,climate_change;invasive_and_alien_species;land/sea_use_change;pollution,governance_and_institutions
23261,Becker and Zamudio,2011,Observational,Terrestrial,National,1,north america,Costa Rica,Tropical amphibian populations experience higher disease risk in natural habitats,8.1:SDAlienInv,8,database,Qualitative,1,level2,,Invasive Non-Native/Alien Species,Invasive & Problematic Species,1,climate_change;direct_exploitation;invasive_and_alien_species;land/sea_use_change;pollution,governance_and_institutions;society_and_culture
23262,Bedrosian_etal,2020,Observational,Terrestrial,Sub-national,1,north america,United States,"A Spatially Explicit Model to Predict the Relative Risk of Golden Eagle Electrocutions in the Northwestern Plains, USA",4.2:UtilityLine,4,modelled,Quantitative,1,level2,,Utility & Service Lines,Transportation & Service Corridors,1,direct_exploitation;direct_exploitation,governance_and_institutions;technology
23266,Bejaoui_etal,2020,Observational,Freshwater,Local,,africa,Tunisia,Metal body burden and tissue oxidative status in the bivalve Venerupis decussata from Tunisian coastal lagoons,1.1:DevResid; 1.2:DevComInd; 2.4:Aqua; 4.3:ShipLane; 5.4:UseAquatic,1; 2; 4; 5,literature,Qualitative,5,level1,,Commercial & Industrial Areas; Fishing & Harvesting Aquatic Resources; Housing & Urban Areas; Marine & Freshwater Aquaculture; Shipping Lanes,Agriculture & Aquaculture; Biological Resource Use; Residential & Commercial Development; Transportation & Service Corridors,0,land/sea_use_change;land/sea_use_change,society_and_culture
23276,Bellard_etal,2016,Observational,Terrestrial,Global,10,Unknown,Unknown,Global patterns in threats to vertebrates by biological invasions,8.1:SDAlienInv,8,database,Quantitative,1,level2,IUCN,Invasive Non-Native/Alien Species,Invasive & Problematic Species,1,climate_change;direct_exploitation;direct_exploitation,society_and_culture;technology
23278,Belpaire_etal,2015,Observational,Freshwater,Sub-national,,europe,Belgium,Toxic textile dyes accumulate in wild European eel Anguilla anguilla,9.2:PollIndMil,9,survey,Quantitative,1,level2,,Industrial & Military Effluents,Pollution,1,climate_change;climate_change;direct_exploitation;invasive_and_alien_species,technology
23280,Ben Rais_etal,2016,Observational,Marine,Sub-national,0.1,mediterranean,Tunisia,Cumulative human threats on fish biodiversity components in Tunisian waters,11.3:CC_Temp; 2.4:Aqua; 3.1:OilGas; 4.3:ShipLane; 5.1:UseAnimals; 8.1:SDAlienInv; 9.1:PollDWW; 9.2:PollIndMil; 9.3:PollAgrFor,11; 2; 3; 4; 5; 8; 9,expert; literature,Quantitative,9,level2,,Agricultural & Forestry Effluents; Domestic & Urban Waste Water; Hunting & Collecting Animals; Industrial & Military Effluents; Invasive Non-Native/Alien Species; Marine & Freshwater Aquaculture; Oil & Gas Drilling; Shipping Lanes; Temperature Extremes,Agriculture & Aquaculture; Biological Resource Use; Climate Change & Severe Weather; Energy Production & Mining; Invasive & Problematic Species; Pollution; Transportation & Service Corridors,1;na,climate_change,conflits_and_epidemics
23282,Bendell and Wan,2011,Observational,Marine,Local,,north pacific,Canada,Application of aerial photography in combination with GIS for coastal management at small spatial scales: A case study of shellfish aquaculture,2.4:Aqua,2,rs; survey,Qualitative,1,level2,,Marine & Freshwater Aquaculture,Agriculture & Aquaculture,0,direct_exploitation,conflits_and_epidemics;demographic
23285,Bennett_etal,2010,Observational,Freshwater,Sub-national,,north america,Canada,Propagule pressure and stream characteristics influence introgression: Cutthroat and rainbow trout in British Columbia,8.1:SDAlienInv,8,survey,Qualitative,1,level2,,Invasive Non-Native/Alien Species,Invasive & Problematic Species,1,invasive_and_alien_species,conflits_and_epidemics;demographic;economic
23290,Benslimane_etal,2019,Observational,Freshwater,Local,,africa,Algeria,Anthropogenic stressors are driving a steep decline of hemipteran diversity in dune ponds in north-eastern Algeria,1.4:DevUnspec; 2.5:AgUnspec; 4.1:RoadRail; 7.2:WaterSystem,1; 2; 4; 7,rs,Qualitative,4,level1,,Agriculture (Unspecified); Dams & Water Management/Use; Development (Unspecified); Roads & Railroads,Agriculture & Aquaculture; Natural System Modifications; Residential & Commercial Development; Transportation & Service Corridors,0,land/sea_use_change,conflits_and_epidemics;demographic;governance_and_institutions
23293,Berthon_etal,2018,Observational,Terrestrial,National,1,australasia,Australia,Assessment and prioritisation of plant species at risk from myrtle rust (Austropuccinia psidii) under current and future climates in Australia,8.1:SDAlienInv,8,database; literature,Qualitative,1,level2,Government,Invasive Non-Native/Alien Species,Invasive & Problematic Species,1,pollution,conflits_and_epidemics;demographic;society_and_culture
23301,Bezeng_etal,2020,Observational,Terrestrial,National,1,africa,South Africa,Expected spatial patterns of alien woody plants in South Africa’s protected areas under current scenario of climate change,8.1:SDAlienInv,8,literature,Quantitative,1,level2,,Invasive Non-Native/Alien Species,Invasive & Problematic Species,1;0,climate_change;direct_exploitation,conflits_and_epidemics;demographic;technology
23303,Bhatt_etal,2016,Observational,Freshwater,National,,asia,India,Assessing Potential Conservation and Restoration Areas of Freshwater Fish Fauna in the Indian River Basins,1.1:DevResid; 2.5:AgUnspec; 8.1:SDAlienInv,1; 2; 8,database; modelled,Quantitative,3,cumulative,India-WRIS,Agriculture (Unspecified); Housing & Urban Areas; Invasive Non-Native/Alien Species,Agriculture & Aquaculture; Invasive & Problematic Species; Residential & Commercial Development,1,climate_change;invasive_and_alien_species,conflits_and_epidemics;economic
23304,Bhola_etal,2012,Observational,Terrestrial,Local,25,africa,Kenya,The distribution of large herbivore hotspots in relation to environmental and anthropogenic correlates in the Mara region of Kenya,1.1:DevResid; 2.1:AgNTC; 2.3:AgLivestock,1; 2,literature; survey,Quantitative,3,level2,,Annual & Perennial Non-Timber Crops; Housing & Urban Areas; Livestock Farming & Ranching,Agriculture & Aquaculture; Residential & Commercial Development,1;0,climate_change;land/sea_use_change,conflits_and_epidemics;economic;governance_and_institutions
23306,Bi_etal,2020,Observational,Marine,Multi-national,,north atlantic,United States,Long-term climate ocean oscillations inform seabird bycatch from pelagic longline fishery,5.4:UseAquatic,5,database,Qualitative,1,level2,PelagicObserverProgram_POP,Fishing & Harvesting Aquatic Resources,Biological Resource Use,1,climate_change;pollution,conflits_and_epidemics;economic;society_and_culture
23313,Binothman,2016,Observational,Terrestrial,Sub-national,,asia,Saudi Arabia,Current Status of Falcon Populations in Saudi Arabia,5.1:UseAnimals,5,survey,Qualitative,1,level2,,Hunting & Collecting Animals,Biological Resource Use,0,direct_exploitation;invasive_and_alien_species,conflits_and_epidemics;economic;technology
23315,Birkmanis_etal,2020,Observational,Marine,National,81,indian ocean,Australia,Shark conservation hindered by lack of habitat protection,5.1:UseAnimals,5,database,Quantitative,1,level2,AustalianBureauofAgricultural and ResourceEconomicsandSciences_ABARES,Hunting & Collecting Animals,Biological Resource Use,0,direct_exploitation;land/sea_use_change,conflits_and_epidemics;governance_and_institutions
23318,Bisi_etal,2019,Observational,Terrestrial,Local,m,asia,Myanmar,Distribution of Wildlife and Illegal Human Activities in the Lampi Marine National Park (Myanmar),5.1:UseAnimals,5,survey,Qualitative,1,level2,,Hunting & Collecting Animals,Biological Resource Use,1;0,direct_exploitation;pollution,conflits_and_epidemics;governance_and_institutions;society_and_culture
23330,Böhm_etal,2013,Observational,Marine,Global,7770,Unknown,Unknown,The conservation status of the world's reptiles,2.2:AgWood; 2.5:AgUnspec; 5.1:UseAnimals,2; 5,database,Quantitative,3,level2,IUCNredlist,Agriculture (Unspecified); Hunting & Collecting Animals; Wood & Pulp Plantations,Agriculture & Aquaculture; Biological Resource Use,1,invasive_and_alien_species;land/sea_use_change,conflits_and_epidemics;governance_and_institutions;technology
23331,Böhm_etal,2016,Observational,Marine,Global,7770,Unknown,Unknown,Hot and bothered: Using trait-based approaches to assess climate change vulnerability in reptiles,11.2:CC_Drought; 11.3:CC_Temp; 11.5:CC_other,11,database,Quantitative,3,level1,IUCNredlist,Climate Change (Other); Droughts; Temperature Extremes,Climate Change & Severe Weather,1,invasive_and_alien_species;pollution,conflits_and_epidemics;society_and_culture
23337,Bonesi_etal,2007,Observational,Freshwater,Local,25,europe,United Kingdom,Trapping for mink control and water vole survival: Identifying key criteria using a spatially explicit individual based model,8.1:SDAlienInv,8,literature,Qualitative,1,level2,,Invasive Non-Native/Alien Species,Invasive & Problematic Species,1,land/sea_use_change;pollution,conflits_and_epidemics;society_and_culture;technology
23340,Borah_etal,2016,Observational,Terrestrial,Sub-national,100,asia,India,"Carnivores in corridors: estimating tiger occupancy in Kanha–Pench corridor, Madhya Pradesh, India",4.1:RoadRail,4,survey,Qualitative,1,level2,,Roads & Railroads,Transportation & Service Corridors,1;na,climate_change;direct_exploitation;invasive_and_alien_species,conflits_and_epidemics;technology
