ArticleID,Threat,Threat1,Threat_metric,Threat_data,Quantity_threats,threat_precision,threat_database,Threat_decoded,Threat1_decoded
23100,3.3:Renew,3,modelled,Quantitative,16,cumulative,,Renewable Energy,Energy Production & Mining
23100,4.2:UtilityLine,4,modelled,Quantitative,16,cumulative,,Utility & Service Lines,Transportation & Service Corridors
23100,9.2:PollIndMil,9,modelled,Quantitative,16,cumulative,,Industrial & Military Effluents,Pollution
23100,4.3:ShipLane,4,modelled,Quantitative,16,cumulative,,Shipping Lanes,Transportation & Service Corridors
23100,6.1:ActivRnR,6,modelled,Quantitative,16,cumulative,,Recreational Activities,Human Intrusions & Disturbance
23100,5.4:UseAquatic,5,modelled,Quantitative,16,cumulative,,Fishing & Harvesting Aquatic Resources,Biological Resource Use
W26591,8.1:SDAlienInv,8,survey,Quantitative,1,level2,,Invasive Non-Native/Alien Species,Invasive & Problematic Species
23105,2.1:AgNTC,2,database,Qualitative,2,cumulative,geoportal.idesa.gob.ar,Annual & Perennial Non-Timber Crops,Agriculture & Aquaculture
23105,2.2:AgWood,2,database,Qualitative,2,cumulative,geoportal.idesa.gob.ar,Wood & Pulp Plantations,Agriculture & Aquaculture
23106,11.3:CC_Temp,11,database,Quantitative,1,level2,AVHRR Pathfinder V4.1,Temperature Extremes,Climate Change & Severe Weather
23106,11.3:CC_Temp,11,rs,Quantitative,1,level2,AVHRR Pathfinder V4.1,Temperature Extremes,Climate Change & Severe Weather
23106,11.3:CC_Temp,11,database,Quantitative,1,level2,AVHRR Pathfinder V4.1,Temperature Extremes,Climate Change & Severe Weather
23106,11.3:CC_Temp,11,rs,Quantitative,1,level2,AVHRR Pathfinder V4.1,Temperature Extremes,Climate Change & Severe Weather
23114,11.1:CC_Habitat,11,modelled,Quantitative,1,level2,,Habitat Shifting & Alteration,Climate Change & Severe Weather
23114,11.1:CC_Habitat,11,modelled,Quantitative,1,level2,,Habitat Shifting & Alteration,Climate Change & Severe Weather
23114,11.1:CC_Habitat,11,modelled,Quantitative,1,level2,,Habitat Shifting & Alteration,Climate Change & Severe Weather
23117,1.1:DevResid,1,rs,Qualitative,3,level1,,Housing & Urban Areas,Residential & Commercial Development
23117,2.1:AgNTC,2,rs,Qualitative,3,level1,,Annual & Perennial Non-Timber Crops,Agriculture & Aquaculture
23117,2.3:AgLivestock,2,rs,Qualitative,3,level1,,Livestock Farming & Ranching,Agriculture & Aquaculture
23117,1.1:DevResid,1,survey,Qualitative,3,level1,,Housing & Urban Areas,Residential & Commercial Development
23117,2.1:AgNTC,2,survey,Qualitative,3,level1,,Annual & Perennial Non-Timber Crops,Agriculture & Aquaculture
23117,2.3:AgLivestock,2,survey,Qualitative,3,level1,,Livestock Farming & Ranching,Agriculture & Aquaculture
23128,7.2:WaterSystem,7,literature,Qualitative,1,level2,,Dams & Water Management/Use,Natural System Modifications
23128,7.2:WaterSystem,7,rs,Qualitative,1,level2,,Dams & Water Management/Use,Natural System Modifications
23125,1.1:DevResid,1,database,Quantitative,3,level2,Eurostat2000,Housing & Urban Areas,Residential & Commercial Development
23125,1.2:DevComInd,1,database,Quantitative,3,level2,Eurostat2000,Commercial & Industrial Areas,Residential & Commercial Development
23125,2.1:AgNTC,2,database,Quantitative,3,level2,Eurostat2000,Annual & Perennial Non-Timber Crops,Agriculture & Aquaculture
23125,2.3:AgLivestock,2,database,Quantitative,3,level2,Eurostat2000,Livestock Farming & Ranching,Agriculture & Aquaculture
23125,1.1:DevResid,1,database,Quantitative,3,level2,Eurostat2000,Housing & Urban Areas,Residential & Commercial Development
23125,1.2:DevComInd,1,database,Quantitative,3,level2,Eurostat2000,Commercial & Industrial Areas,Residential & Commercial Development
23125,2.1:AgNTC,2,database,Quantitative,3,level2,Eurostat2000,Annual & Perennial Non-Timber Crops,Agriculture & Aquaculture
23125,2.3:AgLivestock,2,database,Quantitative,3,level2,Eurostat2000,Livestock Farming & Ranching,Agriculture & Aquaculture
23125,1.1:DevResid,1,database,Quantitative,3,level2,Eurostat2000,Housing & Urban Areas,Residential & Commercial Development
23125,1.2:DevComInd,1,database,Quantitative,3,level2,Eurostat2000,Commercial & Industrial Areas,Residential & Commercial Development
23125,2.1:AgNTC,2,database,Quantitative,3,level2,Eurostat2000,Annual & Perennial Non-Timber Crops,Agriculture & Aquaculture
23125,2.3:AgLivestock,2,database,Quantitative,3,level2,Eurostat2000,Livestock Farming & Ranching,Agriculture & Aquaculture
23125,1.1:DevResid,1,database,Quantitative,3,level2,Eurostat2000,Housing & Urban Areas,Residential & Commercial Development
23125,1.2:DevComInd,1,database,Quantitative,3,level2,Eurostat2000,Commercial & Industrial Areas,Residential & Commercial Development
23125,2.1:AgNTC,2,database,Quantitative,3,level2,Eurostat2000,Annual & Perennial Non-Timber Crops,Agriculture & Aquaculture
23125,2.3:AgLivestock,2,database,Quantitative,3,level2,Eurostat2000,Livestock Farming & Ranching,Agriculture & Aquaculture
23125,1.1:DevResid,1,database,Quantitative,3,level2,Eurostat2000,Housing & Urban Areas,Residential & Commercial Development
23125,1.2:DevComInd,1,database,Quantitative,3,level2,Eurostat2000,Commercial & Industrial Areas,Residential & Commercial Development
23125,2.1:AgNTC,2,database,Quantitative,3,level2,Eurostat2000,Annual & Perennial Non-Timber Crops,Agriculture & Aquaculture
23125,2.3:AgLivestock,2,database,Quantitative,3,level2,Eurostat2000,Livestock Farming & Ranching,Agriculture & Aquaculture
23125,1.1:DevResid,1,database,Quantitative,3,level2,Eurostat2000,Housing & Urban Areas,Residential & Commercial Development
23125,1.2:DevComInd,1,database,Quantitative,3,level2,Eurostat2000,Commercial & Industrial Areas,Residential & Commercial Development
23125,2.1:AgNTC,2,database,Quantitative,3,level2,Eurostat2000,Annual & Perennial Non-Timber Crops,Agriculture & Aquaculture
23125,2.3:AgLivestock,2,database,Quantitative,3,level2,Eurostat2000,Livestock Farming & Ranching,Agriculture & Aquaculture
23125,1.1:DevResid,1,database,Quantitative,3,level2,Eurostat2000,Housing & Urban Areas,Residential & Commercial Development
23125,1.2:DevComInd,1,database,Quantitative,3,level2,Eurostat2000,Commercial & Industrial Areas,Residential & Commercial Development
23125,2.1:AgNTC,2,database,Quantitative,3,level2,Eurostat2000,Annual & Perennial Non-Timber Crops,Agriculture & Aquaculture
23125,2.3:AgLivestock,2,database,Quantitative,3,level2,Eurostat2000,Livestock Farming & Ranching,Agriculture & Aquaculture
23125,1.1:DevResid,1,database,Quantitative,3,level2,Eurostat2000,Housing & Urban Areas,Residential & Commercial Development
23125,1.2:DevComInd,1,database,Quantitative,3,level2,Eurostat2000,Commercial & Industrial Areas,Residential & Commercial Development
23125,2.1:AgNTC,2,database,Quantitative,3,level2,Eurostat2000,Annual & Perennial Non-Timber Crops,Agriculture & Aquaculture
23125,2.3:AgLivestock,2,database,Quantitative,3,level2,Eurostat2000,Livestock Farming & Ranching,Agriculture & Aquaculture
23135,1.1:DevResid,1,expert,Quantitative,10,level2,,Housing & Urban Areas,Residential & Commercial Development
23135,1.2:DevComInd,1,expert,Quantitative,10,level2,,Commercial & Industrial Areas,Residential & Commercial Development
23135,1.3:DevRnR,1,expert,Quantitative,10,level2,,Tourism & Recreation Areas,Residential & Commercial Development
23135,2.4:Aqua,2,expert,Quantitative,10,level2,,Marine & Freshwater Aquaculture,Agriculture & Aquaculture
23135,3.1:OilGas,3,expert,Quantitative,10,level2,,Oil & Gas Drilling,Energy Production & Mining
23135,4.3:ShipLane,4,expert,Quantitative,10,level2,,Shipping Lanes,Transportation & Service Corridors
23135,5.4:UseAquatic,5,expert,Quantitative,10,level2,,Fishing & Harvesting Aquatic Resources,Biological Resource Use
23135,9.3:PollAgrFor,9,expert,Quantitative,10,level2,,Agricultural & Forestry Effluents,Pollution
23135,3.2:MinQuar,3,expert,Quantitative,10,level2,,Mining & Quarrying,Energy Production & Mining
23135,6.1:ActivRnR,6,expert,Quantitative,10,level2,,Recreational Activities,Human Intrusions & Disturbance
23135,1.1:DevResid,1,modelled,Quantitative,10,level2,,Housing & Urban Areas,Residential & Commercial Development
23135,1.2:DevComInd,1,modelled,Quantitative,10,level2,,Commercial & Industrial Areas,Residential & Commercial Development
23135,1.3:DevRnR,1,modelled,Quantitative,10,level2,,Tourism & Recreation Areas,Residential & Commercial Development
23135,2.4:Aqua,2,modelled,Quantitative,10,level2,,Marine & Freshwater Aquaculture,Agriculture & Aquaculture
23135,3.1:OilGas,3,modelled,Quantitative,10,level2,,Oil & Gas Drilling,Energy Production & Mining
23135,4.3:ShipLane,4,modelled,Quantitative,10,level2,,Shipping Lanes,Transportation & Service Corridors
23135,5.4:UseAquatic,5,modelled,Quantitative,10,level2,,Fishing & Harvesting Aquatic Resources,Biological Resource Use
23135,9.3:PollAgrFor,9,modelled,Quantitative,10,level2,,Agricultural & Forestry Effluents,Pollution
23135,3.2:MinQuar,3,modelled,Quantitative,10,level2,,Mining & Quarrying,Energy Production & Mining
23135,6.1:ActivRnR,6,modelled,Quantitative,10,level2,,Recreational Activities,Human Intrusions & Disturbance
23135,1.1:DevResid,1,expert,Quantitative,10,level2,,Housing & Urban Areas,Residential & Commercial Development
23135,1.2:DevComInd,1,expert,Quantitative,10,level2,,Commercial & Industrial Areas,Residential & Commercial Development
23135,1.3:DevRnR,1,expert,Quantitative,10,level2,,Tourism & Recreation Areas,Residential & Commercial Development
23135,2.4:Aqua,2,expert,Quantitative,10,level2,,Marine & Freshwater Aquaculture,Agriculture & Aquaculture
23135,3.1:OilGas,3,expert,Quantitative,10,level2,,Oil & Gas Drilling,Energy Production & Mining
23135,4.3:ShipLane,4,expert,Quantitative,10,level2,,Shipping Lanes,Transportation & Service Corridors
23135,5.4:UseAquatic,5,expert,Quantitative,10,level2,,Fishing & Harvesting Aquatic Resources,Biological Resource Use
23135,9.3:PollAgrFor,9,expert,Quantitative,10,level2,,Agricultural & Forestry Effluents,Pollution
23135,3.2:MinQuar,3,expert,Quantitative,10,level2,,Mining & Quarrying,Energy Production & Mining
23135,6.1:ActivRnR,6,expert,Quantitative,10,level2,,Recreational Activities,Human Intrusions & Disturbance
23135,1.1:DevResid,1,modelled,Quantitative,10,level2,,Housing & Urban Areas,Residential & Commercial Development
23135,1.2:DevComInd,1,modelled,Quantitative,10,level2,,Commercial & Industrial Areas,Residential & Commercial Development
23135,1.3:DevRnR,1,modelled,Quantitative,10,level2,,Tourism & Recreation Areas,Residential & Commercial Development
23135,2.4:Aqua,2,modelled,Quantitative,10,level2,,Marine & Freshwater Aquaculture,Agriculture & Aquaculture
23135,3.1:OilGas,3,modelled,Quantitative,10,level2,,Oil & Gas Drilling,Energy Production & Mining
23135,4.3:ShipLane,4,modelled,Quantitative,10,level2,,Shipping Lanes,Transportation & Service Corridors
23135,5.4:UseAquatic,5,modelled,Quantitative,10,level2,,Fishing & Harvesting Aquatic Resources,Biological Resource Use
23135,9.3:PollAgrFor,9,modelled,Quantitative,10,level2,,Agricultural & Forestry Effluents,Pollution
23135,3.2:MinQuar,3,modelled,Quantitative,10,level2,,Mining & Quarrying,Energy Production & Mining
23135,6.1:ActivRnR,6,modelled,Quantitative,10,level2,,Recreational Activities,Human Intrusions & Disturbance
23135,1.1:DevResid,1,expert,Quantitative,10,level2,,Housing & Urban Areas,Residential & Commercial Development
23135,1.2:DevComInd,1,expert,Quantitative,10,level2,,Commercial & Industrial Areas,Residential & Commercial Development
23135,1.3:DevRnR,1,expert,Quantitative,10,level2,,Tourism & Recreation Areas,Residential & Commercial Development
23135,2.4:Aqua,2,expert,Quantitative,10,level2,,Marine & Freshwater Aquaculture,Agriculture & Aquaculture
23135,3.1:OilGas,3,expert,Quantitative,10,level2,,Oil & Gas Drilling,Energy Production & Mining
23135,4.3:ShipLane,4,expert,Quantitative,10,level2,,Shipping Lanes,Transportation & Service Corridors
23135,5.4:UseAquatic,5,expert,Quantitative,10,level2,,Fishing & Harvesting Aquatic Resources,Biological Resource Use
23135,9.3:PollAgrFor,9,expert,Quantitative,10,level2,,Agricultural & Forestry Effluents,Pollution
23135,3.2:MinQuar,3,expert,Quantitative,10,level2,,Mining & Quarrying,Energy Production & Mining
23135,6.1:ActivRnR,6,expert,Quantitative,10,level2,,Recreational Activities,Human Intrusions & Disturbance
23135,1.1:DevResid,1,modelled,Quantitative,10,level2,,Housing & Urban Areas,Residential & Commercial Development
23135,1.2:DevComInd,1,modelled,Quantitative,10,level2,,Commercial & Industrial Areas,Residential & Commercial Development
23135,1.3:DevRnR,1,modelled,Quantitative,10,level2,,Tourism & Recreation Areas,Residential & Commercial Development
23135,2.4:Aqua,2,modelled,Quantitative,10,level2,,Marine & Freshwater Aquaculture,Agriculture & Aquaculture
23135,3.1:OilGas,3,modelled,Quantitative,10,level2,,Oil & Gas Drilling,Energy Production & Mining
23135,4.3:ShipLane,4,modelled,Quantitative,10,level2,,Shipping Lanes,Transportation & Service Corridors
23135,5.4:UseAquatic,5,modelled,Quantitative,10,level2,,Fishing & Harvesting Aquatic Resources,Biological Resource Use
23135,9.3:PollAgrFor,9,modelled,Quantitative,10,level2,,Agricultural & Forestry Effluents,Pollution
23135,3.2:MinQuar,3,modelled,Quantitative,10,level2,,Mining & Quarrying,Energy Production & Mining
23135,6.1:ActivRnR,6,modelled,Quantitative,10,level2,,Recreational Activities,Human Intrusions & Disturbance
23135,1.1:DevResid,1,expert,Quantitative,10,level2,,Housing & Urban Areas,Residential & Commercial Development
23135,1.2:DevComInd,1,expert,Quantitative,10,level2,,Commercial & Industrial Areas,Residential & Commercial Development
23135,1.3:DevRnR,1,expert,Quantitative,10,level2,,Tourism & Recreation Areas,Residential & Commercial Development
23135,2.4:Aqua,2,expert,Quantitative,10,level2,,Marine & Freshwater Aquaculture,Agriculture & Aquaculture
23135,3.1:OilGas,3,expert,Quantitative,10,level2,,Oil & Gas Drilling,Energy Production & Mining
23135,4.3:ShipLane,4,expert,Quantitative,10,level2,,Shipping Lanes,Transportation & Service Corridors
23135,5.4:UseAquatic,5,expert,Quantitative,10,level2,,Fishing & Harvesting Aquatic Resources,Biological Resource Use
23135,9.3:PollAgrFor,9,expert,Quantitative,10,level2,,Agricultural & Forestry Effluents,Pollution
23135,3.2:MinQuar,3,expert,Quantitative,10,level2,,Mining & Quarrying,Energy Production & Mining
23135,6.1:ActivRnR,6,expert,Quantitative,10,level2,,Recreational Activities,Human Intrusions & Disturbance
23135,1.1:DevResid,1,modelled,Quantitative,10,level2,,Housing & Urban Areas,Residential & Commercial Development
23135,1.2:DevComInd,1,modelled,Quantitative,10,level2,,Commercial & Industrial Areas,Residential & Commercial Development
23135,1.3:DevRnR,1,modelled,Quantitative,10,level2,,Tourism & Recreation Areas,Residential & Commercial Development
23135,2.4:Aqua,2,modelled,Quantitative,10,level2,,Marine & Freshwater Aquaculture,Agriculture & Aquaculture
23135,3.1:OilGas,3,modelled,Quantitative,10,level2,,Oil & Gas Drilling,Energy Production & Mining
23135,4.3:ShipLane,4,modelled,Quantitative,10,level2,,Shipping Lanes,Transportation & Service Corridors
23135,5.4:UseAquatic,5,modelled,Quantitative,10,level2,,Fishing & Harvesting Aquatic Resources,Biological Resource Use
23135,9.3:PollAgrFor,9,modelled,Quantitative,10,level2,,Agricultural & Forestry Effluents,Pollution
23135,3.2:MinQuar,3,modelled,Quantitative,10,level2,,Mining & Quarrying,Energy Production & Mining
23135,6.1:ActivRnR,6,modelled,Quantitative,10,level2,,Recreational Activities,Human Intrusions & Disturbance
23138,2.3:AgLivestock,2,rs,Qualitative,3,level2,,Livestock Farming & Ranching,Agriculture & Aquaculture
23138,7.1:FireSystem,7,rs,Qualitative,3,level2,,Fire & Fire Suppression,Natural System Modifications
23138,2.1:AgNTC,2,rs,Qualitative,3,level2,,Annual & Perennial Non-Timber Crops,Agriculture & Aquaculture
23142,5.1:UseAnimals,5,literature,Qualitative;Quantitative,2,level2,,Hunting & Collecting Animals,Biological Resource Use
23142,6.3:Other,6,literature,Qualitative;Quantitative,2,level2,,Work & Other Activities,Human Intrusions & Disturbance
23146,1.2:DevComInd,1,rs,Quantitative,2,level2,,Commercial & Industrial Areas,Residential & Commercial Development
23146,9.2:PollIndMil,9,rs,Quantitative,2,level2,,Industrial & Military Effluents,Pollution
23146,1.2:DevComInd,1,survey,Quantitative,2,level2,,Commercial & Industrial Areas,Residential & Commercial Development
23146,9.2:PollIndMil,9,survey,Quantitative,2,level2,,Industrial & Military Effluents,Pollution
23146,1.2:DevComInd,1,rs,Quantitative,2,level2,,Commercial & Industrial Areas,Residential & Commercial Development
23146,9.2:PollIndMil,9,rs,Quantitative,2,level2,,Industrial & Military Effluents,Pollution
23146,1.2:DevComInd,1,survey,Quantitative,2,level2,,Commercial & Industrial Areas,Residential & Commercial Development
23146,9.2:PollIndMil,9,survey,Quantitative,2,level2,,Industrial & Military Effluents,Pollution
23146,1.2:DevComInd,1,rs,Quantitative,2,level2,,Commercial & Industrial Areas,Residential & Commercial Development
23146,9.2:PollIndMil,9,rs,Quantitative,2,level2,,Industrial & Military Effluents,Pollution
23146,1.2:DevComInd,1,survey,Quantitative,2,level2,,Commercial & Industrial Areas,Residential & Commercial Development
23146,9.2:PollIndMil,9,survey,Quantitative,2,level2,,Industrial & Military Effluents,Pollution
23146,1.2:DevComInd,1,rs,Quantitative,2,level2,,Commercial & Industrial Areas,Residential & Commercial Development
23146,9.2:PollIndMil,9,rs,Quantitative,2,level2,,Industrial & Military Effluents,Pollution
23146,1.2:DevComInd,1,survey,Quantitative,2,level2,,Commercial & Industrial Areas,Residential & Commercial Development
23146,9.2:PollIndMil,9,survey,Quantitative,2,level2,,Industrial & Military Effluents,Pollution
